,300,400,500,600,700,800
KAN,99.1073425876323,99.54418729303012,99.55456153364766,99.70290294305725,99.86158668917288,99.96031746031747
MLP,98.20148196056884,98.65264343516043,98.36604160949145,98.27837140596237,98.71861017335155,98.77074365704287
