,300,400,500,600,700,800
KAN,98.95942818318908,99.54400475089275,99.4789081885856,99.49400326449506,99.65259661835748,99.84103316608287
MLP,97.87424670095064,98.4932236852455,98.287841191067,98.00573060818965,97.56721014492754,98.68897724762536
