,300,400,500,600,700,800
KAN,99.11375368611239,99.54681884002088,99.55553712626134,99.70378561905575,99.86110776196983,99.96062992125985
MLP,98.20741330366603,98.65829490908516,98.3738763827769,98.29506139082905,98.73493770669273,98.77745500747024
