,300,400,500,600,700,800
DT,96.25033293867483,97.30640393341359,97.87371951036036,97.80499164255964,97.92207190447266,98.14864688121055
RF,98.80105600076133,99.19033727902867,99.57894827185913,99.64311682706445,99.72400625201317,99.68331643827106
SVM,99.33236378583639,99.82204773404189,99.8268533933755,99.97014925373135,99.93043457220287,100.0
NB,87.53699679822282,89.97191522611881,92.41563436528124,94.97457513377185,96.19189018909348,97.89610892261594
KNN,97.81258753741827,98.77680162309647,99.0649082792714,99.08842054926828,99.34290772516712,99.68238158477203
GBC,98.99287981767942,99.50608861837729,99.45494903055788,99.61361142345024,99.7580174557038,99.4055199127777
LR,98.84356179908318,99.52694402105531,99.80178864533897,99.91088828260638,100.0,100.0
