,300,400,500,600,700,800
DT,96.23907819948407,97.30377003791276,97.86600496277916,97.79673195656801,97.91449275362318,98.13286944996685
RF,98.79589255235118,99.18713719382698,99.57816377171216,99.64276843375204,99.72192028985506,99.68214522389474
SVM,99.3311201577578,99.82156622146711,99.82630272952854,99.9702380952381,99.9304951690821,100.0
NB,87.34946999784574,89.84915522204918,92.3076923076923,94.93901249024199,96.17687198067634,97.8942219697687
KNN,97.79999668576036,98.77074582723739,99.05707196029778,99.07724788872329,99.33961352657003,99.68222411562373
GBC,98.98911272281356,99.5044008683751,99.45409429280396,99.61291781988501,99.75664251207729,99.40405187920099
LR,98.84057955003674,99.5241831453427,99.80148883374692,99.91071428571429,100.0,100.0
